step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,row_id,hour,day,is_transfer,is_cash_out,orig_txn_count_prior,orig_amount_prior_sum,orig_avg_amount_prior,orig_prev_step,orig_time_since_prev,orig_prev_amount,orig_amount_to_oldbalance_ratio,orig_balance_drop,orig_balance_drop_ratio,orig_amount_vs_prior_avg,dest_txn_count_prior,dest_amount_prior_sum,dest_avg_amount_prior,dest_prev_step,dest_time_since_prev,amount_vs_dest_prior_avg,orig_txn_count_last_1,orig_amount_sum_last_1,orig_txn_count_last_6,orig_amount_sum_last_6,orig_txn_count_last_24,orig_amount_sum_last_24,anomaly_score,anomaly_rank
659,TRANSFER,6815993.62,C1275716790,0.0,0.0,C317983984,9384394.27,16200387.89,0,0,6284870,11,27,1,0,0,0.0,,,,,,0.0,,,40,10875640.07,271891.00175,372.0,287.0,25.068845883569224,0.0,0.0,0.0,0.0,0.0,0.0,0.7104904026024884,37
694,CASH_OUT,102624.37,C1489251548,8.0,0.0,C2050426176,22825201.3,22927825.67,0,0,6347606,22,28,0,1,0,0.0,,,,,12828.04625,8.0,1.0,,42,26340588.7,627156.8738095238,329.0,365.0,0.16363429037559818,0.0,0.0,0.0,0.0,0.0,0.0,0.7094905600370577,38
656,CASH_OUT,766257.55,C38948739,766257.55,0.0,C533828275,46141756.44,46908013.99,1,0,6282441,8,27,0,1,0,0.0,,,,,1.0,766257.55,1.0,,12,46141756.43,3845146.3691666666,331.0,325.0,0.1992791629843901,0.0,0.0,0.0,0.0,0.0,0.0,0.709354192469727,39
683,TRANSFER,7531605.57,C42830170,0.0,0.0,C792650255,28446196.65,35977802.21,0,0,6301513,11,28,1,0,0,0.0,,,,,,0.0,,,15,20124693.189999998,1341646.2126666666,514.0,169.0,5.613704640532709,0.0,0.0,0.0,0.0,0.0,0.0,0.7091012258443585,40
684,TRANSFER,443674.41,C1840952989,0.0,0.0,C1430654561,95165513.3,95609187.71,0,0,6308114,12,28,1,0,0,0.0,,,,,,0.0,,,48,88706680.55,1848055.8447916666,402.0,282.0,0.24007630031873625,0.0,0.0,0.0,0.0,0.0,0.0,0.7088656835992299,41
637,TRANSFER,279842.11,C1958439963,20712.0,0.0,C1163480574,65634647.36,65914489.47,0,0,6275976,13,26,1,0,0,0.0,,,,,13.511109984550018,20712.0,1.0,,61,73141544.67999999,1199041.7160655737,381.0,256.0,0.2333881350836136,0.0,0.0,0.0,0.0,0.0,0.0,0.7088466654070583,42
637,TRANSFER,4117891.64,C1531730002,0.0,0.0,C128931614,13298264.31,17416155.96,0,0,6275829,13,26,1,0,0,0.0,,,,,,0.0,,,40,17581212.52,439530.31299999997,374.0,263.0,9.368845602237224,0.0,0.0,0.0,0.0,0.0,0.0,0.7085912417449183,43
714,CASH_IN,265997.76,C2130426361,1091.0,267088.76,C539486713,39137655.76,38871658.0,0,0,6358283,18,29,0,0,0,0.0,,,,,243.81096241979836,-265997.76,-243.81096241979836,,68,38931350.26,572519.8567647059,476.0,238.0,0.4646087936637624,0.0,0.0,0.0,0.0,0.0,0.0,0.707088925056295,44
681,TRANSFER,3058691.84,C994844687,0.0,0.0,C1066866257,22908975.19,25967667.03,0,0,6300836,9,28,1,0,0,0.0,,,,,,0.0,,,7,23041145.09,3291592.1557142856,379.0,302.0,0.9292438720544509,0.0,0.0,0.0,0.0,0.0,0.0,0.7061591917885478,45
690,CASH_IN,258422.34,C840201811,235.0,258657.34,C585219376,21441911.54,21183489.19,0,0,6328927,18,28,0,0,0,0.0,,,,,1099.6695319148937,-258422.34,-1099.6695319148937,,10,13637127.55,1363712.7550000001,351.0,339.0,0.18949910019724056,0.0,0.0,0.0,0.0,0.0,0.0,0.7059474024091688,46
681,TRANSFER,5878693.02,C525942019,0.0,0.0,C879983640,38618412.95,44497105.97,0,0,6300826,9,28,1,0,0,0.0,,,,,,0.0,,,10,39127380.81,3912738.0810000002,522.0,159.0,1.5024499208231055,0.0,0.0,0.0,0.0,0.0,0.0,0.7058696493006583,47
684,CASH_IN,370297.12,C1160686854,4.0,370301.12,C349004294,101746.55,0.0,0,0,6306837,12,28,0,0,1,25455.01000000001,25455.01000000001,326.0,358.0,25455.01,92574.28,-370297.12,-92574.28,14.54712137217781,4,626738.35,156684.5875,378.0,306.0,2.363328301196185,1.0,25455.01,1.0,25455.01,1.0,25455.01,0.7051091083041746,48
638,CASH_OUT,7788725.2,C1897380922,7788725.2,0.0,C966109219,26829584.15,34618309.35,1,0,6276603,14,26,0,1,0,0.0,,,,,1.0,7788725.2,1.0,,4,588779.8600000003,147194.96500000008,375.0,263.0,52.91434526989422,0.0,0.0,0.0,0.0,0.0,0.0,0.7050723757719057,49
687,TRANSFER,287599.43,C2088233144,186.0,0.0,C530376093,23634804.58,23922404.01,0,0,6316506,15,28,1,0,0,0.0,,,,,1546.2334946236558,186.0,1.0,,51,28487179.75,558572.1519607843,375.0,312.0,0.5148832232155238,0.0,0.0,0.0,0.0,0.0,0.0,0.7046149511762712,50
694,CASH_IN,259100.49,C1872751390,4102175.44,4361275.93,C1383831706,48885340.16,48626239.67,0,0,6345588,22,28,0,0,0,0.0,,,,,0.0631617281585597,-259100.48999999976,-0.06316172815855964,,48,54311792.62,1131495.6795833332,396.0,298.0,0.22898937634071415,0.0,0.0,0.0,0.0,0.0,0.0,0.704556387436465,51
687,CASH_IN,546675.9,C1492038431,388461.75,935137.65,C539173994,73497261.69,72950585.78,0,0,6319946,15,28,0,0,0,0.0,,,,,1.4072837287068805,-546675.9,-1.4072837287068805,,16,54986702.71,3436668.919375,349.0,338.0,0.15907144762126801,0.0,0.0,0.0,0.0,0.0,0.0,0.7044438947733656,52
684,CASH_IN,446403.63,C71066429,3038627.98,3485031.61,C2027178136,37714971.18,37268567.55,0,0,6305264,12,28,0,0,0,0.0,,,,,0.14690960293204436,-446403.6299999999,-0.1469096029320443,,11,37991190.07,3453744.5518181818,379.0,305.0,0.12925206925480237,0.0,0.0,0.0,0.0,0.0,0.0,0.7042153380821028,53
684,TRANSFER,10000000.0,C1712286688,409.0,0.0,C539597248,76824.85,10271565.68,0,0,6305231,12,28,1,0,0,0.0,,,,,24449.877750611246,409.0,1.0,,1,76824.84999999963,76824.84999999963,398.0,286.0,130.16621574920157,0.0,0.0,0.0,0.0,0.0,0.0,0.7039796527379545,54
684,CASH_OUT,237072.08,C1627555045,110.0,0.0,C169893424,35114237.11,35351309.19,0,0,6304071,12,28,0,1,0,0.0,,,,,2155.2007272727274,110.0,1.0,,4,25183529.34,6295882.335,307.0,377.0,0.03765510017270677,0.0,0.0,0.0,0.0,0.0,0.0,0.7036183698273304,55
684,CASH_IN,390183.4,C52132128,3153741.5,3543924.9,C991505714,46949685.74,46559502.34,0,0,6308151,12,28,0,0,0,0.0,,,,,0.12372079322290683,-390183.3999999999,-0.1237207932229068,,71,51059098.59,719142.2336619719,374.0,310.0,0.5425677727382692,0.0,0.0,0.0,0.0,0.0,0.0,0.7035943088381669,56
683,TRANSFER,9571721.22,C1118678882,0.0,0.0,C761470195,9928691.12,19500412.34,0,0,6303521,11,28,1,0,0,0.0,,,,,,0.0,,,20,10834366.110000001,541718.3055,401.0,282.0,17.669185484078128,0.0,0.0,0.0,0.0,0.0,0.0,0.703011315916522,57
684,TRANSFER,4342002.56,C1998449272,139865.0,0.0,C1727188034,14722698.13,19064700.69,0,0,6306035,12,28,1,0,0,0.0,,,,,31.044239516676793,139865.0,1.0,,37,17210215.63,465140.96297297295,590.0,94.0,9.334810101969651,0.0,0.0,0.0,0.0,0.0,0.0,0.7029421179701888,58
686,TRANSFER,2073786.59,C759384520,0.0,0.0,C1539519175,30424091.83,32497878.41,0,0,6311113,14,28,1,0,0,0.0,,,,,,0.0,,,12,30622930.169999998,2551910.8474999997,397.0,289.0,0.8126406892433574,0.0,0.0,0.0,0.0,0.0,0.0,0.7027136801294238,59
681,TRANSFER,3481213.67,C593948278,0.0,0.0,C685509018,16577871.74,20059085.41,0,0,6298702,9,28,1,0,0,0.0,,,,,,0.0,,,22,14839664.500000002,674530.2045454546,403.0,278.0,5.160945568547051,0.0,0.0,0.0,0.0,0.0,0.0,0.7024557283738395,60
644,TRANSFER,3015724.69,C571936017,0.0,0.0,C815905200,13656354.49,16672079.18,0,0,6279852,20,26,1,0,0,0.0,,,,,,0.0,,,47,18714897.82,398189.31531914894,405.0,239.0,7.573595207050936,0.0,0.0,0.0,0.0,0.0,0.0,0.7023643803713098,61
684,TRANSFER,4718933.68,C1737566886,63274.0,0.0,C1084375280,8581219.09,13300152.77,0,0,6305465,12,28,1,0,0,0.0,,,,,74.57934823150109,63274.0,1.0,,33,11394446.01,345286.24272727274,379.0,305.0,13.666729501665346,0.0,0.0,0.0,0.0,0.0,0.0,0.7022349049398161,62
684,TRANSFER,10000000.0,C515939410,35625.0,0.0,C825806210,4691969.51,14896068.25,0,0,6308191,12,28,1,0,0,0.0,,,,,280.70175438596493,35625.0,1.0,,34,7687075.969999999,226090.4697058823,404.0,280.0,44.23008193582352,0.0,0.0,0.0,0.0,0.0,0.0,0.7020543205348887,63
683,TRANSFER,7609767.48,C578796048,19105.68,0.0,C825203604,8088703.43,15698470.91,0,0,6302333,11,28,1,0,0,0.0,,,,,398.29869860690644,19105.68,1.0,,27,8941925.74,331182.4348148148,350.0,333.0,22.97756970189287,0.0,0.0,0.0,0.0,0.0,0.0,0.7017156842196893,64
637,CASH_IN,378752.73,C308533701,3523511.07,3902263.8,C1470097403,69791260.04,69412507.31,0,0,6274525,13,26,0,0,0,0.0,,,,,0.10749298710164121,-378752.73,-0.10749298710164121,,8,40817859.58,5102232.4475,354.0,283.0,0.0742327469195532,0.0,0.0,0.0,0.0,0.0,0.0,0.701648809179747,65
661,TRANSFER,738605.53,C1230681889,9060.0,0.0,C1215697988,36058033.62,36796639.14,0,0,6286740,13,27,1,0,0,0.0,,,,,81.52378918322296,9060.0,1.0,,41,39075555.5,953062.3292682926,403.0,258.0,0.774981349401418,0.0,0.0,0.0,0.0,0.0,0.0,0.7016119981247914,66
675,TRANSFER,9640565.43,C1416113924,0.0,0.0,C42154328,10812290.55,20452855.98,0,0,6296637,3,28,1,0,0,0.0,,,,,,0.0,,,27,13208591.18,489207.08074074076,614.0,61.0,19.70651245563041,0.0,0.0,0.0,0.0,0.0,0.0,0.7013225705028027,67
692,CASH_IN,218496.64,C131409049,4237316.15,4455812.79,C935324559,143212565.46,142994068.82,0,0,6343503,20,28,0,0,0,0.0,,,,,0.05156486612404411,-218496.63999999966,-0.051564866124044026,,16,119103147.89,7443946.743125,380.0,312.0,0.029352257282307503,0.0,0.0,0.0,0.0,0.0,0.0,0.7013176153700418,68
684,TRANSFER,10000000.0,C816001002,10897.0,0.0,C805557013,8617130.45,18930958.79,0,0,6307260,12,28,1,0,0,0.0,,,,,917.6837661741764,10897.0,1.0,,21,10278540.780000001,489454.3228571429,565.0,119.0,20.43091568100973,0.0,0.0,0.0,0.0,0.0,0.0,0.701152461934054,69
656,CASH_IN,311665.52,C439629489,4075063.41,4386728.92,C479077303,44599512.68,44287847.16,0,0,6282726,8,27,0,0,0,0.0,,,,,0.07648114609338066,-311665.5099999998,-0.07648114363943107,,20,45365012.269999996,2268250.6135,397.0,259.0,0.13740347655812504,0.0,0.0,0.0,0.0,0.0,0.0,0.7010475689925162,70
681,CASH_IN,183993.31,C1581185946,10097452.62,10281445.93,C1629027766,49626351.65,49442358.35,0,0,6299378,9,28,0,0,0,0.0,,,,,0.018221755221268867,-183993.31000000052,-0.01822175522126892,,3,23088107.150000002,7696035.716666668,595.0,86.0,0.02390754367232742,0.0,0.0,0.0,0.0,0.0,0.0,0.700691027721791,71
667,CASH_IN,267416.09,C775357841,5832251.57,6099667.66,C909263528,51539037.69,51271621.61,0,0,6293577,19,27,0,0,0,0.0,,,,,0.04585126117939388,-267416.08999999985,-0.04585126117939385,,8,40017886.48,5002235.81,393.0,274.0,0.05345931302666838,0.0,0.0,0.0,0.0,0.0,0.0,0.7006077562918919,72
684,CASH_IN,385005.11,C1942873746,598878.2,983883.32,C392082135,92591193.9,92206188.79,0,0,6305571,12,28,0,0,0,0.0,,,,,0.6428771493101603,-385005.12,-0.6428771660080465,,18,75402346.89,4189019.2716666665,373.0,311.0,0.09190817349637537,0.0,0.0,0.0,0.0,0.0,0.0,0.7005280167450799,73
681,CASH_IN,567460.58,C690845066,8006899.88,8574360.45,C36916671,18959838.76,18392378.18,0,0,6299195,9,28,0,0,0,0.0,,,,,0.07087144694008587,-567460.5699999994,-0.07087144569116298,,20,19577175.380000003,978858.7690000001,378.0,303.0,0.5797165004505364,0.0,0.0,0.0,0.0,0.0,0.0,0.7004852669583645,74
642,CASH_IN,314583.04,C170045634,1107.0,315690.04,C1555225221,37750058.9,37435475.86,0,0,6278822,18,26,0,0,0,0.0,,,,,284.17618789521225,-314583.04,-284.17618789521225,,11,37802197.88,3436563.443636364,492.0,150.0,0.0915400065092723,0.0,0.0,0.0,0.0,0.0,0.0,0.7003231694021101,75
659,TRANSFER,8495901.31,C715630062,0.0,0.0,C672058447,12300014.9,20795916.21,0,0,6284724,11,27,1,0,0,0.0,,,,,,0.0,,,8,12735293.72,1591911.715,402.0,257.0,5.336917386778575,0.0,0.0,0.0,0.0,0.0,0.0,0.6997856700292421,76
672,CASH_IN,327258.79,C1125024532,2194655.3,2521914.09,C893663718,19018694.42,18691435.62,0,0,6296059,0,28,0,0,0,0.0,,,,,0.14911625985183186,-327258.79000000004,-0.14911625985183188,,44,25000097.490000002,568184.0338636364,354.0,318.0,0.5759732243348142,0.0,0.0,0.0,0.0,0.0,0.0,0.6997443852631279,77
686,CASH_IN,157126.42,C466271132,3066349.63,3223476.06,C2062114867,71226278.62,71069152.19,0,0,6312572,14,28,0,0,0,0.0,,,,,0.05124217358083854,-157126.43000000017,-0.0512421768420453,,43,68889021.55,1602070.268604651,377.0,309.0,0.0980771087755419,0.0,0.0,0.0,0.0,0.0,0.0,0.6995709218866418,78
661,TRANSFER,965448.62,C289871257,0.0,0.0,C1772233628,117335636.99,118301085.61,0,0,6289215,13,27,1,0,0,0.0,,,,,,0.0,,,12,87400684.83999999,7283390.403333332,379.0,282.0,0.13255483593988737,0.0,0.0,0.0,0.0,0.0,0.0,0.699418132654729,79
673,CASH_IN,136345.96,C959693461,605395.77,741741.72,C1786099923,31889058.34,31752712.38,0,0,6296266,1,28,0,0,0,0.0,,,,,0.22521789341210624,-136345.94999999995,-0.22521787689398615,,49,34119172.99,696309.6528571428,401.0,272.0,0.19581225025466245,0.0,0.0,0.0,0.0,0.0,0.0,0.6989732127554567,80
690,CASH_IN,280451.7,C1173776747,201.0,280652.7,C1323774532,14638444.64,14357992.94,0,0,6331005,18,28,0,0,0,0.0,,,,,1395.2820895522389,-280451.7,-1395.2820895522389,,3,3616328.4800000004,1205442.826666667,404.0,286.0,0.2326545015623138,0.0,0.0,0.0,0.0,0.0,0.0,0.6989314468680209,81
681,TRANSFER,1095404.39,C925610164,0.0,0.0,C776447774,23850307.9,24945712.28,0,0,6298644,9,28,1,0,0,0.0,,,,,,0.0,,,53,28803776.209999997,543467.4756603773,379.0,302.0,2.015584076432456,0.0,0.0,0.0,0.0,0.0,0.0,0.6986949592204963,82
687,TRANSFER,70027.95,C348823129,0.0,0.0,C666300015,164355639.16,164425667.12,0,0,6313162,15,28,1,0,0,0.0,,,,,,0.0,,,33,143998908.22,4363603.279393939,400.0,287.0,0.016048193549283007,0.0,0.0,0.0,0.0,0.0,0.0,0.698622799812067,83
