hour,txn_count,fraud_count,total_amount,avg_amount,fraud_amount,fraud_rate,fraud_amount_share,txn_count_roll_mean_24,fraud_count_roll_mean_24,fraud_rate_roll_mean_24,fraud_rate_roll_std_24,avg_amount_roll_mean_24,fraud_rate_zscore_like,fraud_count_spike_flag,fraud_rate_spike_flag
44,38523,8,4.8301783e+09,125384.27,5.2331985e+06,0.00020766814630220908,0.0010834379,18794.416666666668,11.833333333333334,0.21846339080793972,0.411440871849429,306957.8603515625,-0.5304667999573713,False,False
45,18500,16,2.159618e+09,116736.11,3.891644e+07,0.0008648648648648649,0.018020056,18767.25,12.291666666666666,0.21848854895480838,0.41142696767825515,306948.93359375,-0.5289485162288389,False,False
46,12445,14,1.3969544e+09,112250.25,2.4867266e+07,0.001124949779027722,0.017801058,18759.333333333332,11.916666666666666,0.2184595743487472,0.41144291406686456,306824.0589192708,-0.5282254649168655,False,False
47,8681,21,8.960779e+08,103222.89,1.1942126e+07,0.0024190761433014627,0.013327107,18865.041666666668,12.708333333333334,0.2185468058199959,0.4113948750638305,306668.646484375,-0.5253534809911301,False,False
48,5693,10,5.4093856e+08,95018.19,1.550243e+07,0.001756543123133673,0.028658394,18968.25,12.875,0.21854225879838515,0.4113973746960928,305546.8525390625,-0.5269496817654592,False,False
49,764,4,5.4845904e+07,71787.836,2.2702938e+06,0.005235602094240838,0.041394044,18933.5,12.291666666666666,0.21829107221480668,0.41153125350247366,303566.412109375,-0.5177139483509122,False,False
50,6,6,3.345119e+06,557519.8,3.345119e+06,1.0,1.0,18915.416666666668,12.041666666666666,0.2588213752451097,0.43889135421757186,321699.0797526042,1.6887519374270141,False,False
51,14,14,8.313334e+06,593809.56,8.313335e+06,1.0,1.0000001,18914.291666666668,12.291666666666666,0.29235796061096336,0.46385363857015777,335720.5524088542,1.5255718195298922,False,False
52,8,8,1.9349932e+07,2.4187415e+06,1.9349932e+07,1.0,1.0,18914.458333333332,12.458333333333334,0.29235796061096336,0.46385363857015777,346426.9482421875,1.5255718195298922,False,False
53,10,10,1.2617902e+07,1.2617902e+06,1.2617902e+07,1.0,1.0,18914.708333333332,12.708333333333334,0.29235796061096336,0.46385363857015777,386317.3701171875,1.5255718195298922,False,False
54,4,4,3.5775985e+06,894399.6,3.5775982e+06,1.0,0.99999994,18914.541666666668,12.541666666666666,0.29235796061096336,0.46385363857015777,418504.849609375,1.5255718195298922,False,False
55,12,12,4.969151e+06,414095.9,4.969151e+06,1.0,1.0,18914.541666666668,12.541666666666666,0.29235796061096336,0.46385363857015777,390872.986328125,1.5255718195298922,False,False
56,18,18,2.179957e+07,1.2110872e+06,2.1799568e+07,1.0,0.9999999,18914.791666666668,12.791666666666666,0.29235796061096336,0.46385363857015777,408828.634765625,1.5255718195298922,False,False
57,6,6,3.053735e+06,508955.84,3.053735e+06,1.0,1.0,17931.041666666668,12.541666666666666,0.33400345519090907,0.4810604749752678,422562.5703125,1.3844341396855169,False,False
58,20,20,4.0832628e+07,2.0416314e+06,4.0832624e+07,1.0,0.9999999,16644.208333333332,12.458333333333334,0.3756404601093663,0.4940296555982426,500201.458984375,1.2638098397849595,False,False
59,20,20,2.5707838e+07,1.2853919e+06,2.570784e+07,1.0,1.0000001,15430.166666666666,12.666666666666666,0.41728569110020897,0.5030767693148205,546191.4544270834,1.1583009680479486,False,False
60,12,12,5.0518245e+06,420985.38,5.0518245e+06,1.0,1.0,13773.416666666666,12.375,0.4589324536419028,0.5084154249511508,556575.18359375,1.0642233099243275,False,False
61,14,14,1.0326375e+07,737598.2,1.0326375e+07,1.0,1.0,12357.333333333334,12.416666666666666,0.5005831889360205,0.5101591697229878,580002.0436197916,0.9789431234474502,False,False
62,8,8,4.5123165e+06,564039.56,4.5123165e+06,1.0,1.0,11047.125,12.083333333333334,0.542228659956273,0.508354252998246,596559.0071614584,0.900496725155374,False,False
63,8,8,4.1067898e+06,513348.72,4.1067898e+06,1.0,1.0,10072.833333333334,11.916666666666666,0.5838739508801326,0.5029576828574805,611219.3404947916,0.8273579732507675,False,False
64,18,18,1.4681328e+07,815629.3,1.4681328e+07,1.0,1.0,8645.666666666666,12.083333333333334,0.6255235958563022,0.49384578904823095,638382.1328125,0.7582861136983896,False,False
65,20,20,1.6326828e+07,816341.4,1.6326828e+07,1.0,1.0,7132.0,12.416666666666666,0.6671765066079254,0.4808077813694427,665761.341796875,0.6922173606344777,False,False
66,24,24,4.352599e+07,1.813583e+06,4.352599e+07,1.0,1.0,5412.0,12.833333333333334,0.7088290503486445,0.46351734388686694,734910.876953125,0.628177032621293,False,False
67,6,6,2.3546005e+06,392433.4,2.3546005e+06,1.0,1.0,3534.75,12.541666666666666,0.7504836960062863,0.4414708486225867,745240.8951822916,0.5651931600290672,False,False
68,18,18,2.9882358e+07,1.660131e+06,2.9882356e+07,1.0,0.99999994,1930.375,12.958333333333334,0.7921417098335236,0.41390581996465864,809188.6754557291,0.5021874062660544,False,False
69,20,20,4.145837e+07,2.0729184e+06,4.1458376e+07,1.0,1.0000002,1160.375,13.125,0.8337723404641543,0.3796912954917488,890696.2698567709,0.43779686684826324,False,False
70,6,6,2.941248e+06,490208.0,2.941248e+06,1.0,1.0,642.0833333333334,12.791666666666666,0.8753921342233615,0.3367725991293169,906444.5094401041,0.37000595089623217,False,False
71,20,20,1.3655351e+07,682767.56,1.365535e+07,1.0,0.99999994,281.2083333333333,12.75,0.916958006050724,0.28134327325394154,930592.2041015625,0.2951625357480006,False,False
72,14,14,5.984838e+07,4.2748845e+06,5.9848376e+07,1.0,0.99999994,44.583333333333336,12.916666666666666,0.9585514834205934,0.20305543242967017,1104753.3004557292,0.2041241452319314,False,False
73,8,8,2.5824745e+06,322809.3,2.5824745e+06,1.0,1.0,13.083333333333334,13.083333333333334,1.0,0.0,1115212.5286458333,0.0,False,False
74,22,22,3.3794196e+07,1.5360999e+06,3.379419e+07,1.0,0.9999999,13.75,13.75,1.0,0.0,1155986.6979166667,0.0,False,False
75,8,8,5.970615e+06,746326.9,5.970615e+06,1.0,1.0,13.5,13.5,1.0,0.0,1162341.5859375,0.0,False,False
76,4,4,4.152727e+06,1.03818175e+06,4.152727e+06,1.0,1.0,13.333333333333334,13.333333333333334,1.0,0.0,1104818.2630208333,0.0,False,False
77,10,10,3.59255e+07,3.59255e+06,3.59255e+07,1.0,1.0,13.333333333333334,13.333333333333334,1.0,0.0,1201933.2526041667,0.0,False,False
78,10,10,1.1208145e+07,1.1208145e+06,1.1208144e+07,1.0,0.99999994,13.583333333333334,13.583333333333334,1.0,0.0,1211367.2057291667,0.0,False,False
79,10,10,6.261606e+06,626160.6,6.2616065e+06,1.0,1.0000001,13.5,13.5,1.0,0.0,1220203.2356770833,0.0,False,False
80,10,10,2.9926225e+06,299262.25,2.9926225e+06,1.0,1.0,13.166666666666666,13.166666666666666,1.0,0.0,1182210.52734375,0.0,False,False
81,10,10,1.0202119e+07,1.0202119e+06,1.020212e+07,1.0,1.0000001,13.333333333333334,13.333333333333334,1.0,0.0,1203512.8619791667,0.0,False,False
82,10,10,3.5812476e+07,3.5812475e+06,3.5812476e+07,1.0,1.0,12.916666666666666,12.916666666666666,1.0,0.0,1267663.5338541667,0.0,False,False
83,12,12,1.060831e+07,884025.8,1.0608311e+07,1.0,1.0000001,12.583333333333334,12.583333333333334,1.0,0.0,1250939.9479166667,0.0,False,False
84,16,16,3.661129e+07,2.2882055e+06,3.6611284e+07,1.0,0.9999999,12.75,12.75,1.0,0.0,1328740.7864583333,0.0,False,False
85,14,14,2.5618938e+07,1.8299241e+06,2.5618938e+07,1.0,1.0,12.75,12.75,1.0,0.0,1374254.3671875,0.0,False,False
86,18,18,5.3565564e+07,2.9758648e+06,5.356557e+07,1.0,1.0000001,13.166666666666666,13.166666666666666,1.0,0.0,1474747.0833333333,0.0,False,False
87,6,6,2.6273218e+06,437886.97,2.6273218e+06,1.0,1.0,13.083333333333334,13.083333333333334,1.0,0.0,1471602.84375,0.0,False,False
88,8,8,3.4628044e+07,4.3285055e+06,3.4628044e+07,1.0,1.0,12.666666666666666,12.666666666666666,1.0,0.0,1617972.6848958333,0.0,False,False
89,6,6,2.157581e+06,359596.84,2.157581e+06,1.0,1.0,12.083333333333334,12.083333333333334,1.0,0.0,1598941.6627604167,0.0,False,False
90,16,16,2.077451e+07,1.2984069e+06,2.077451e+07,1.0,1.0,11.75,11.75,1.0,0.0,1577475.9908854167,0.0,False,False
91,8,8,4.339885e+06,542485.6,4.339885e+06,1.0,1.0,11.833333333333334,11.833333333333334,1.0,0.0,1583728.1666666667,0.0,False,False
92,10,10,3.7541188e+06,375411.88,3.7541188e+06,1.0,1.0,11.5,11.5,1.0,0.0,1530198.203125,0.0,False,False
93,4444,16,6.081422e+08,136845.69,1.7239466e+07,0.0036003600360036,0.028347755,195.83333333333334,11.333333333333334,0.9584833483348335,0.20338922481705504,1449528.5078125,-4.694855340334425,False,False
94,10372,12,1.2866752e+09,124052.76,1.4574168e+07,0.0011569610489780178,0.0113269985,627.75,11.583333333333334,0.916864888378541,0.28165851480717286,1434272.0393880208,-3.251128154092798,False,False
95,6858,14,8.5359405e+08,124466.91,2.630962e+07,0.002041411490230388,0.030822169,912.6666666666666,11.333333333333334,0.8752832805239672,0.33706655003819563,1411009.5120442708,-2.59071055533331,False,False
96,6350,4,7.3854784e+08,116306.75,3.653552e+07,0.0006299212598425197,0.0494694,1176.6666666666667,10.916666666666666,0.8336428605764606,0.37998677377156537,1237735.4391276042,-2.192215615950349,False,False
97,685,10,7.468351e+07,109027.02,1.090591e+07,0.014598540145985401,0.14602835,1204.875,11.0,0.7925844664158768,0.41303061835116545,1228827.84375,-1.8836035192152145,False,False
98,14,14,1.289142e+07,920815.7,1.2891419e+07,1.0,0.99999994,1204.5416666666667,10.666666666666666,0.7925844664158767,0.41303061835116545,1203191.0026041667,0.5021795585328137,False,False
99,8,8,1.3044114e+07,1.6305142e+06,1.3044114e+07,1.0,1.0,1204.5416666666667,10.666666666666666,0.7925844664158767,0.41303061835116545,1240032.1432291667,0.5021795585328137,False,False
100,6,6,3.0136582e+06,502276.38,3.0136582e+06,1.0,1.0,1204.625,10.75,0.7925844664158767,0.41303061835116545,1217702.7526041667,0.5021795585328137,False,False
101,12,12,1.2062241e+07,1.00518675e+06,1.206224e+07,1.0,0.99999994,1204.7083333333333,10.833333333333334,0.7925844664158767,0.41303061835116545,1109895.9505208333,0.5021795585328137,False,False
102,12,12,6.4429995e+06,536916.6,6.443e+06,1.0,1.0000001,1204.7916666666667,10.916666666666666,0.7925844664158767,0.41303061835116545,1085566.8723958333,0.5021795585328137,False,False
103,8,8,5.482908e+06,685363.5,5.482908e+06,1.0,1.0,1204.7083333333333,10.833333333333334,0.7925844664158767,0.41303061835116545,1088033.6588541667,0.5021795585328137,False,False
104,14,14,7.764539e+06,554609.94,7.764539e+06,1.0,1.0,1204.875,11.0,0.7925844664158767,0.41303061835116545,1098673.1458333333,0.5021795585328137,False,False
105,18,18,1.5487769e+07,860431.6,1.548777e+07,1.0,1.0000001,1205.2083333333333,11.333333333333334,0.7925844664158767,0.41303061835116545,1092015.6354166667,0.5021795585328137,False,False
106,18,18,1.2407587e+07,689310.4,1.2407586e+07,1.0,0.99999994,1205.5416666666667,11.666666666666666,0.7925844664158767,0.41303061835116545,971518.2552083334,0.5021795585328137,False,False
107,10,10,5.0620205e+06,506202.06,5.0620205e+06,1.0,1.0,1205.4583333333333,11.583333333333334,0.7925844664158767,0.41303061835116545,955775.5989583334,0.5021795585328137,False,False
108,8,8,1.5526032e+07,1.940754e+06,1.5526033e+07,1.0,1.0000001,1205.125,11.25,0.7925844664158767,0.41303061835116545,941298.453125,0.5021795585328137,False,False
109,12,12,8.388166e+06,699013.8,8.3881655e+06,1.0,0.99999994,1205.0416666666667,11.166666666666666,0.7925844664158767,0.41303061835116545,894177.1901041666,0.5021795585328137,False,False
110,10,10,8.845515e+06,884551.5,8.845516e+06,1.0,1.0000001,1204.7083333333333,10.833333333333334,0.7925844664158767,0.41303061835116545,807039.1380208334,0.5021795585328137,False,False
111,10,10,1.1801388e+07,1.1801388e+06,1.1801388e+07,1.0,1.0,1204.875,11.0,0.7925844664158767,0.41303061835116545,837966.2955729166,0.5021795585328137,False,False
112,2,2,84837.7,42418.85,84837.7,1.0,1.0,1204.625,10.75,0.7925844664158767,0.41303061835116545,659379.3518880209,0.5021795585328137,False,False
113,6,6,3.976999e+06,662833.2,3.9769992e+06,1.0,1.0000001,1204.625,10.75,0.7925844664158767,0.41303061835116545,672014.1995442709,0.5021795585328137,False,False
114,4,4,7.7489745e+06,1.9372436e+06,7.7489745e+06,1.0,1.0,1204.125,10.25,0.7925844664158767,0.41303061835116545,698632.3974609375,0.5021795585328137,False,False
115,10,10,7.2262215e+06,722622.1,7.226221e+06,1.0,0.99999994,1204.2083333333333,10.333333333333334,0.7925844664158767,0.41303061835116545,706138.0849609375,0.5021795585328137,False,False
116,14,14,1.6376397e+07,1.1697426e+06,1.6376396e+07,1.0,0.99999994,1204.375,10.5,0.7925844664158767,0.41303061835116545,739235.1995442709,0.5021795585328137,False,False
117,12,12,1.3355289e+07,1.1129408e+06,1.3355288e+07,1.0,0.99999994,1019.7083333333334,10.333333333333334,0.8341011180810431,0.378947444771746,779905.8271484375,0.43778862796893603,False,False
118,12,12,3.3446322e+07,2.7871935e+06,3.3446324e+07,1.0,1.0000001,588.0416666666666,10.333333333333334,0.8757195780373358,0.3358948448901385,890870.0247395834,0.3699980034028588,False,False
119,5740,10,6.5247034e+08,113670.79,7.1436045e+06,0.0017421602787456446,0.010948551,541.4583333333334,10.166666666666666,0.8757071092368572,0.3359286907551164,890420.1865234375,-2.601638303038576,False,False
120,3144,12,3.775446e+08,120084.164,6.4956645e+06,0.003816793893129771,0.017205026,407.875,10.5,0.8758398955965775,0.3355681862392359,890577.5787760416,-2.5986465268842807,False,False
121,1074,14,1.1189844e+08,104188.49,9.846686e+06,0.01303538175046555,0.08799663,424.0833333333333,10.666666666666666,0.8757747639967642,0.33574272177221387,890375.9733072916,-2.5696443326971896,False,False
122,414,14,6.3367836e+07,153062.4,1.5003066e+07,0.033816425120772944,0.23676154,440.75,10.666666666666666,0.8355171150434632,0.37574266668710526,858386.2532552084,-2.13364294502731,False,False
123,52,6,2.257234e+07,434083.47,1.3972355e+07,0.11538461538461539,0.6190034,442.5833333333333,10.583333333333334,0.7986581406844886,0.4014175354119305,808534.970703125,-1.7021516626041386,False,False
124,4,4,2.207738e+07,5.519345e+06,2.207738e+07,1.0,1.0,442.5,10.5,0.7986581406844886,0.4014175354119305,1017579.4967447916,0.5015771398947395,False,False
125,10,10,1.836942e+07,1.836942e+06,1.836942e+07,1.0,1.0,442.4166666666667,10.416666666666666,0.7986581406844886,0.4014175354119305,1052235.9654947917,0.5015771398947395,False,False
126,6,6,1.4855404e+07,2.4759008e+06,1.4855405e+07,1.0,1.0000001,442.1666666666667,10.166666666666666,0.7986581406844886,0.4014175354119305,1133026.970703125,0.5015771398947395,False,False
127,14,14,2.2089204e+07,1.5778002e+06,2.2089206e+07,1.0,1.0000001,442.4166666666667,10.416666666666666,0.7986581406844886,0.4014175354119305,1170211.8352864583,0.5015771398947395,False,False
128,8,8,1.5992486e+07,1.9990608e+06,1.5992486e+07,1.0,1.0,442.1666666666667,10.166666666666666,0.7986581406844886,0.4014175354119305,1230397.2858072917,0.5015771398947395,False,False
129,21986,6,4.3913917e+09,199735.81,5.241801e+06,0.00027290093695988356,0.0011936537,1357.5,9.666666666666666,0.7570028448901952,0.43043786536610573,1202868.2936197917,-1.7580468746856281,False,False
130,32890,6,6.698931e+09,203676.84,3.4359035e+06,0.00018242626938279113,0.00051290327,2727.1666666666665,9.166666666666666,0.7153437793180863,0.453653930993138,1182633.5631510417,-1.5764469437817372,False,False
131,36375,16,6.7837635e+09,186495.22,5.14006e+07,0.00043986254295532644,0.0075770034,4242.375,9.416666666666666,0.6736954402573763,0.4719004996523078,1169312.4446614583,-1.426689690327664,False,False
132,35936,10,6.6874435e+09,186093.16,1.715039e+07,0.00027827248441674086,0.002564566,5739.375,9.5,0.6320403682775602,0.4857644988451899,1096201.576171875,-1.3005522167532504,False,False
133,35147,10,6.4751933e+09,184231.75,4.689422e+06,0.0002845193046348195,0.00072421343,7203.333333333333,9.416666666666666,0.5903855565819199,0.49560339217958355,1074752.3235677083,-1.190671909411508,False,False
134,32391,10,5.611631e+09,173246.61,3.595623e+07,0.0003087277330122565,0.0064074476,8552.541666666666,9.416666666666666,0.5487317535707955,0.5016532815374909,1045114.6197916666,-1.0932312137118891,False,False
135,27556,8,4.8256113e+09,175120.17,1.425274e+06,0.00029031789809841774,0.00029535615,9700.291666666666,9.333333333333334,0.5070771834832163,0.5040527423785935,1003238.845703125,-1.0054242799942366,False,False
136,30340,10,5.402422e+09,178062.69,2.515894e+07,0.0003295978905735003,0.004656974,10964.375,9.666666666666666,0.4654242500619901,0.5028515145622948,1008890.6722005209,-0.9249144900682191,False,False
137,32559,12,5.123735e+09,157367.7,1.5980104e+07,0.0003685616880125311,0.0031188389,12320.75,9.916666666666666,0.42377294013232397,0.49802398462669206,987829.6103515625,-0.8501686495313798,False,False
138,31422,4,4.430205e+09,140990.55,1.0763118e+06,0.0001272993444083763,0.00024294852,13629.833333333334,9.916666666666666,0.3821115776050077,0.4894728041666237,912985.7320963541,-0.7803993909548574,False,False
139,46054,4,6.807833e+09,147822.84,773591.75,8.685456203587093e-05,0.000113632595,15548.333333333334,9.666666666666666,0.34044852987842583,0.4769887773639434,889035.7620442709,-0.7135632775206644,False,False
140,37012,14,4.9403136e+09,133478.7,1.7079616e+07,0.00037825570085377717,0.0034571926,17089.916666666668,9.666666666666666,0.29879762386596137,0.4602421505429081,845858.0986328125,-0.6483964317763766,False,False
141,16434,8,2.084369e+09,126832.73,5.53234e+06,0.0004867956675185591,0.0026542037,17774.166666666668,9.5,0.257151240352108,0.4387533585564965,804770.2643229166,-0.5849857093493673,False,False
142,12189,8,1.546712e+09,126894.09,1.3332653e+07,0.0006563294773976536,0.008619997,18281.541666666668,9.333333333333334,0.21551192074699957,0.4117807083624418,693924.4557291666,-0.5217718725193167,False,False
143,7609,16,9.317607e+08,122455.08,2.978341e+07,0.0021027730319358655,0.031964656,18359.416666666668,9.583333333333334,0.2155269462783825,0.41177257544021356,694290.4677734375,-0.5183059435618832,False,False
144,3523,10,3.774484e+08,107138.34,7.010987e+06,0.002838489923360772,0.01857469,18375.208333333332,9.5,0.21548618361297545,0.41179449234617144,693751.05859375,-0.5163927581402771,False,False
145,1117,14,1.1304982e+08,101208.44,1.4281545e+07,0.012533572068039392,0.12632965,18377.0,9.5,0.2154652748762077,0.4118052312514125,693626.8896484375,-0.4927856360432581,False,False
146,522,10,6.631613e+07,127042.39,1.7083348e+07,0.019157088122605363,0.25760472,18381.5,9.333333333333334,0.21485446916795073,0.4120971424492347,692542.7223307291,-0.474881674457262,False,False
147,84,6,2.0314128e+07,241834.86,4.2989225e+06,0.07142857142857142,0.2116223,18382.833333333332,9.333333333333334,0.2130229673364489,0.4126557409025754,684532.3636067709,-0.3431295917468085,False,False
