hour,type,txn_count,fraud_count,total_amount,fraud_rate
19,TRANSFER,3946,5,2.0133772e+09,0.0012671059300557526
20,CASH_IN,8961,0,1.3426797e+09,0.0
20,CASH_OUT,14503,2,2.0827396e+09,0.00013790250293042817
20,DEBIT,319,0,1.7172382e+06,0.0
20,PAYMENT,13802,0,1.2609782e+08,0.0
20,TRANSFER,3040,2,1.6206966e+09,0.0006578947368421052
21,CASH_IN,3772,0,5.488808e+08,0.0
21,CASH_OUT,5657,3,8.340133e+08,0.0005303164221318721
21,DEBIT,218,0,1.1766434e+06,0.0
21,PAYMENT,7924,0,6.8622264e+07,0.0
21,TRANSFER,1581,2,7.8714016e+08,0.001265022137887413
22,CASH_IN,2345,0,3.7003235e+08,0.0
22,CASH_OUT,2919,12,4.7492086e+08,0.0041109969167523125
22,DEBIT,212,0,1.325136e+06,0.0
22,PAYMENT,6101,0,5.6327476e+07,0.0
22,TRANSFER,1058,11,5.5354304e+08,0.010396975425330813
23,CASH_IN,840,0,1.413104e+08,0.0
23,CASH_OUT,1146,1,1.9987533e+08,0.0008726003490401396
23,DEBIT,71,0,220436.16,0.0
23,PAYMENT,3545,0,3.8096012e+07,0.0
23,TRANSFER,542,1,2.776158e+08,0.0018450184501845018
24,CASH_IN,495,0,8.710303e+07,0.0
24,CASH_OUT,594,3,1.10810264e+08,0.005050505050505051
24,DEBIT,91,0,311853.47,0.0
24,PAYMENT,1727,0,1.9133672e+07,0.0
24,TRANSFER,309,3,1.7480422e+08,0.009708737864077669
25,CASH_IN,276,0,4.9942784e+07,0.0
25,CASH_OUT,246,9,4.6765736e+07,0.036585365853658534
25,DEBIT,50,0,354589.1,0.0
25,PAYMENT,917,0,8.501799e+06,0.0
25,TRANSFER,109,9,8.51059e+07,0.08256880733944955
26,CASH_IN,129,0,2.1161288e+07,0.0
26,CASH_OUT,78,6,1.667609e+07,0.07692307692307693
26,DEBIT,5,0,5714.91,0.0
26,PAYMENT,194,0,970195.4,0.0
26,TRANSFER,34,6,1.501446e+07,0.17647058823529413
27,CASH_OUT,14,4,4.8070495e+06,0.2857142857142857
27,PAYMENT,18,0,90481.74,0.0
27,TRANSFER,9,4,5.6515315e+06,0.4444444444444444
28,CASH_OUT,2,2,4.323576e+06,1.0
28,TRANSFER,2,2,4.323576e+06,1.0
29,CASH_OUT,2,2,608840.25,1.0
29,TRANSFER,2,2,608840.25,1.0
30,CASH_OUT,4,4,487600.47,1.0
30,TRANSFER,4,4,487600.47,1.0
31,CASH_OUT,6,6,6.463564e+06,1.0
31,TRANSFER,6,6,6.463564e+06,1.0
32,CASH_OUT,6,6,4.68091e+06,1.0
32,TRANSFER,6,6,4.68091e+06,1.0
33,CASH_IN,5642,0,9.7793606e+08,0.0
33,CASH_OUT,7997,6,1.5525092e+09,0.0007502813555083156
33,DEBIT,95,0,420153.38,0.0
33,PAYMENT,7792,0,8.266144e+07,0.0
33,TRANSFER,2090,6,1.6217997e+09,0.0028708133971291866
34,CASH_IN,7084,0,1.2081025e+09,0.0
34,CASH_OUT,11261,11,2.2836273e+09,0.000976822662285765
34,DEBIT,149,0,472993.84,0.0
34,PAYMENT,9777,0,1.2691933e+08,0.0
34,TRANSFER,2633,11,1.8910011e+09,0.004177744018230156
35,CASH_IN,6620,0,1.154726e+09,0.0
35,CASH_OUT,10533,8,2.095786e+09,0.0007595177062565271
35,DEBIT,84,0,226420.72,0.0
35,PAYMENT,9379,0,1.1858798e+08,0.0
35,TRANSFER,2541,7,1.9265172e+09,0.0027548209366391185
36,CASH_IN,8579,0,1.5306141e+09,0.0
36,CASH_OUT,15525,10,3.0804872e+09,0.0006441223832528181
36,DEBIT,118,0,338575.22,0.0
36,PAYMENT,12086,0,1.9102714e+08,0.0
36,TRANSFER,3466,9,2.0297466e+09,0.00259665320253895
37,CASH_IN,7450,0,1.3403507e+09,0.0
37,CASH_OUT,13131,7,2.5417746e+09,0.0005330896352143782
37,DEBIT,144,0,674028.8,0.0
37,PAYMENT,10416,0,1.5235394e+08,0.0
37,TRANSFER,2859,6,1.9268673e+09,0.002098635886673662
38,CASH_IN,7015,0,1.2475697e+09,0.0
38,CASH_OUT,12004,9,2.3473587e+09,0.0007497500833055648
38,DEBIT,152,0,652321.4,0.0
38,PAYMENT,9720,0,9.7613784e+07,0.0
38,TRANSFER,2562,7,1.5491534e+09,0.00273224043715847
39,CASH_IN,5506,0,9.405841e+08,0.0
39,CASH_OUT,8396,6,1.650151e+09,0.0007146260123868509
39,DEBIT,98,0,299262.62,0.0
39,PAYMENT,7279,0,7.59663e+07,0.0
39,TRANSFER,2112,6,1.1106627e+09,0.002840909090909091
40,CASH_IN,7542,0,1.3265243e+09,0.0
40,CASH_OUT,13055,7,2.5103665e+09,0.0005361930294906167
40,DEBIT,160,0,452020.84,0.0
40,PAYMENT,10507,0,1.1998876e+08,0.0
40,TRANSFER,3006,7,1.6534316e+09,0.002328675981370592
41,CASH_IN,8236,0,1.4351922e+09,0.0
41,CASH_OUT,13929,6,2.6180618e+09,0.0004307559767391773
41,DEBIT,162,0,1.059432e+06,0.0
41,PAYMENT,11007,0,1.1066799e+08,0.0
41,TRANSFER,3014,6,1.6230872e+09,0.0019907100199071004
42,CASH_IN,9488,0,1.576449e+09,0.0
42,CASH_OUT,15794,7,2.7274678e+09,0.0004432062808661517
42,DEBIT,145,0,1.0289587e+06,0.0
42,PAYMENT,12552,0,1.3150167e+08,0.0
42,TRANSFER,3325,7,1.924127e+09,0.002105263157894737
43,CASH_IN,9852,0,1.536569e+09,0.0
43,CASH_OUT,17655,6,2.845729e+09,0.0003398470688190314
43,DEBIT,235,0,1.554706e+06,0.0
43,PAYMENT,13769,0,1.4485182e+08,0.0
43,TRANSFER,3549,7,1.9830497e+09,0.0019723865877712033
44,CASH_IN,8069,0,1.2236808e+09,0.0
44,CASH_OUT,13847,4,2.0641792e+09,0.0002888712356467105
44,DEBIT,249,0,1.5693758e+06,0.0
44,PAYMENT,13304,0,1.2129009e+08,0.0
44,TRANSFER,3054,4,1.4194586e+09,0.0013097576948264572
45,CASH_IN,3735,0,5.485222e+08,0.0
45,CASH_OUT,5458,8,8.344018e+08,0.0014657383657017222
45,DEBIT,177,0,1.03875475e+06,0.0
45,PAYMENT,7517,0,6.5128124e+07,0.0
45,TRANSFER,1613,8,7.105272e+08,0.0049597024178549285
46,CASH_IN,2365,0,3.632609e+08,0.0
46,CASH_OUT,3053,7,4.9438797e+08,0.0022928267278087126
46,DEBIT,222,0,851849.5,0.0
46,PAYMENT,5770,0,4.722031e+07,0.0
46,TRANSFER,1035,7,4.912333e+08,0.00676328502415459
47,CASH_IN,1429,0,2.220137e+08,0.0
47,CASH_OUT,1733,10,2.9087542e+08,0.005770340450086555
47,DEBIT,153,0,1.23478e+06,0.0
47,PAYMENT,4641,0,3.741003e+07,0.0
47,TRANSFER,725,11,3.4454394e+08,0.015172413793103448
48,CASH_IN,690,0,1.1263022e+08,0.0
48,CASH_OUT,876,5,1.5229696e+08,0.005707762557077625
48,DEBIT,112,0,430081.62,0.0
48,PAYMENT,3502,0,2.8342e+07,0.0
48,TRANSFER,513,5,2.4723928e+08,0.009746588693957114
49,CASH_IN,137,0,2.3705176e+07,0.0
49,CASH_OUT,87,2,1.4089518e+07,0.022988505747126436
49,DEBIT,24,0,31606.65,0.0
49,PAYMENT,480,0,3.1276375e+06,0.0
49,TRANSFER,36,2,1.3891967e+07,0.05555555555555555
50,CASH_OUT,3,3,1.6725595e+06,1.0
50,TRANSFER,3,3,1.6725595e+06,1.0
51,CASH_OUT,7,7,4.1566668e+06,1.0
51,TRANSFER,7,7,4.1566668e+06,1.0
52,CASH_OUT,4,4,9.674966e+06,1.0
52,TRANSFER,4,4,9.674966e+06,1.0
53,CASH_OUT,5,5,6.308951e+06,1.0
53,TRANSFER,5,5,6.308951e+06,1.0
54,CASH_OUT,2,2,1.7887992e+06,1.0
54,TRANSFER,2,2,1.7887992e+06,1.0
55,CASH_OUT,6,6,2.4845755e+06,1.0
55,TRANSFER,6,6,2.4845755e+06,1.0
56,CASH_OUT,9,9,1.0899785e+07,1.0
56,TRANSFER,9,9,1.0899785e+07,1.0
57,CASH_OUT,3,3,1.5268675e+06,1.0
57,TRANSFER,3,3,1.5268675e+06,1.0
58,CASH_OUT,10,10,2.0416314e+07,1.0
58,TRANSFER,10,10,2.0416314e+07,1.0
59,CASH_OUT,10,10,1.2853919e+07,1.0
59,TRANSFER,10,10,1.2853919e+07,1.0
60,CASH_OUT,6,6,2.5259122e+06,1.0
60,TRANSFER,6,6,2.5259122e+06,1.0
61,CASH_OUT,7,7,5.1631875e+06,1.0
61,TRANSFER,7,7,5.1631875e+06,1.0
62,CASH_OUT,4,4,2.2561582e+06,1.0
62,TRANSFER,4,4,2.2561582e+06,1.0
63,CASH_OUT,4,4,2.0533949e+06,1.0
63,TRANSFER,4,4,2.0533949e+06,1.0
64,CASH_OUT,9,9,7.340664e+06,1.0
64,TRANSFER,9,9,7.340664e+06,1.0
65,CASH_OUT,10,10,8.163414e+06,1.0
65,TRANSFER,10,10,8.163414e+06,1.0
66,CASH_OUT,12,12,2.1762996e+07,1.0
66,TRANSFER,12,12,2.1762996e+07,1.0
67,CASH_OUT,3,3,1.1773002e+06,1.0
67,TRANSFER,3,3,1.1773002e+06,1.0
68,CASH_OUT,9,9,1.4941179e+07,1.0
68,TRANSFER,9,9,1.4941179e+07,1.0
69,CASH_OUT,10,10,2.0729184e+07,1.0
69,TRANSFER,10,10,2.0729184e+07,1.0
70,CASH_OUT,3,3,1.470624e+06,1.0
70,TRANSFER,3,3,1.470624e+06,1.0
71,CASH_OUT,10,10,6.8276755e+06,1.0
71,TRANSFER,10,10,6.8276755e+06,1.0
72,CASH_OUT,7,7,2.9924188e+07,1.0
72,TRANSFER,7,7,2.9924188e+07,1.0
73,CASH_OUT,4,4,1.2912372e+06,1.0
73,TRANSFER,4,4,1.2912372e+06,1.0
74,CASH_OUT,11,11,1.6897098e+07,1.0
74,TRANSFER,11,11,1.6897098e+07,1.0
75,CASH_OUT,4,4,2.9853075e+06,1.0
75,TRANSFER,4,4,2.9853075e+06,1.0
76,CASH_OUT,2,2,2.0763635e+06,1.0
76,TRANSFER,2,2,2.0763635e+06,1.0
77,CASH_OUT,5,5,1.796275e+07,1.0
77,TRANSFER,5,5,1.796275e+07,1.0
78,CASH_OUT,5,5,5.6040725e+06,1.0
78,TRANSFER,5,5,5.6040725e+06,1.0
79,CASH_OUT,5,5,3.130803e+06,1.0
79,TRANSFER,5,5,3.130803e+06,1.0
80,CASH_OUT,5,5,1.4963112e+06,1.0
80,TRANSFER,5,5,1.4963112e+06,1.0
81,CASH_OUT,5,5,5.1010595e+06,1.0
81,TRANSFER,5,5,5.1010595e+06,1.0
82,CASH_OUT,5,5,1.7906238e+07,1.0
82,TRANSFER,5,5,1.7906238e+07,1.0
83,CASH_OUT,6,6,5.304155e+06,1.0
83,TRANSFER,6,6,5.304155e+06,1.0
84,CASH_OUT,8,8,1.8305644e+07,1.0
84,TRANSFER,8,8,1.8305644e+07,1.0
85,CASH_OUT,7,7,1.2809469e+07,1.0
85,TRANSFER,7,7,1.2809469e+07,1.0
86,CASH_OUT,9,9,2.6782782e+07,1.0
86,TRANSFER,9,9,2.6782782e+07,1.0
87,CASH_OUT,3,3,1.3136609e+06,1.0
87,TRANSFER,3,3,1.3136609e+06,1.0
88,CASH_OUT,4,4,1.7314022e+07,1.0
88,TRANSFER,4,4,1.7314022e+07,1.0
89,CASH_OUT,3,3,1.0787905e+06,1.0
89,TRANSFER,3,3,1.0787905e+06,1.0
90,CASH_OUT,8,8,1.0387256e+07,1.0
90,TRANSFER,8,8,1.0387256e+07,1.0
91,CASH_OUT,4,4,2.1699425e+06,1.0
91,TRANSFER,4,4,2.1699425e+06,1.0
92,CASH_OUT,5,5,1.8770594e+06,1.0
92,TRANSFER,5,5,1.8770594e+06,1.0
93,CASH_IN,914,0,1.3927765e+08,0.0
93,CASH_OUT,1266,8,2.0247306e+08,0.00631911532385466
93,DEBIT,27,0,88319.98,0.0
93,PAYMENT,1836,0,1.5783792e+07,0.0
93,TRANSFER,401,8,2.5051942e+08,0.0199501246882793
94,CASH_IN,2106,0,3.3471437e+08,0.0
94,CASH_OUT,2340,6,3.931122e+08,0.002564102564102564
94,DEBIT,97,0,1.2737242e+06,0.0
94,PAYMENT,4960,0,4.447869e+07,0.0
94,TRANSFER,869,6,5.130963e+08,0.006904487917146145
95,CASH_IN,962,0,1.650581e+08,0.0
95,CASH_OUT,1406,7,2.5784875e+08,0.004978662873399715
95,DEBIT,98,0,374708.12,0.0
95,PAYMENT,3759,0,3.8645572e+07,0.0
95,TRANSFER,633,7,3.916669e+08,0.011058451816745656
96,CASH_IN,866,0,1.4524416e+08,0.0
96,CASH_OUT,1132,2,2.4099803e+08,0.0017667844522968198
96,DEBIT,118,0,295171.44,0.0
96,PAYMENT,3731,0,2.720979e+07,0.0
96,TRANSFER,503,2,3.2480067e+08,0.003976143141153081
97,CASH_IN,194,0,3.4583836e+07,0.0
97,CASH_OUT,93,5,2.066574e+07,0.053763440860215055
97,DEBIT,22,0,37675.98,0.0
97,PAYMENT,339,0,3.3139008e+06,0.0
97,TRANSFER,37,5,1.6082361e+07,0.13513513513513514
98,CASH_OUT,7,7,6.44571e+06,1.0
98,TRANSFER,7,7,6.44571e+06,1.0
99,CASH_OUT,4,4,6.522057e+06,1.0
99,TRANSFER,4,4,6.522057e+06,1.0
100,CASH_OUT,3,3,1.5068291e+06,1.0
100,TRANSFER,3,3,1.5068291e+06,1.0
101,CASH_OUT,6,6,6.0311205e+06,1.0
101,TRANSFER,6,6,6.0311205e+06,1.0
102,CASH_OUT,6,6,3.2214998e+06,1.0
102,TRANSFER,6,6,3.2214998e+06,1.0
103,CASH_OUT,4,4,2.741454e+06,1.0
103,TRANSFER,4,4,2.741454e+06,1.0
104,CASH_OUT,7,7,3.8822695e+06,1.0
104,TRANSFER,7,7,3.8822695e+06,1.0
105,CASH_OUT,9,9,7.7438845e+06,1.0
105,TRANSFER,9,9,7.7438845e+06,1.0
106,CASH_OUT,9,9,6.203793e+06,1.0
106,TRANSFER,9,9,6.203793e+06,1.0
107,CASH_OUT,5,5,2.5310102e+06,1.0
107,TRANSFER,5,5,2.5310102e+06,1.0
108,CASH_OUT,4,4,7.763016e+06,1.0
108,TRANSFER,4,4,7.763016e+06,1.0
109,CASH_OUT,6,6,4.194083e+06,1.0
109,TRANSFER,6,6,4.194083e+06,1.0
110,CASH_OUT,5,5,4.4227575e+06,1.0
110,TRANSFER,5,5,4.4227575e+06,1.0
111,CASH_OUT,5,5,5.9006945e+06,1.0
111,TRANSFER,5,5,5.9006945e+06,1.0
112,CASH_OUT,1,1,42418.85,1.0
112,TRANSFER,1,1,42418.85,1.0
113,CASH_OUT,3,3,1.9884995e+06,1.0
113,TRANSFER,3,3,1.9884995e+06,1.0
114,CASH_OUT,2,2,3.8744872e+06,1.0
114,TRANSFER,2,2,3.8744872e+06,1.0
115,CASH_OUT,5,5,3.6131108e+06,1.0
115,TRANSFER,5,5,3.6131108e+06,1.0
116,CASH_OUT,7,7,8.1881985e+06,1.0
116,TRANSFER,7,7,8.1881985e+06,1.0
117,CASH_OUT,6,6,6.6776445e+06,1.0
117,TRANSFER,6,6,6.6776445e+06,1.0
118,CASH_OUT,6,6,1.6723161e+07,1.0
118,TRANSFER,6,6,1.6723161e+07,1.0
119,CASH_IN,667,0,1.10812e+08,0.0
119,CASH_OUT,1100,5,2.0545342e+08,0.004545454545454545
119,DEBIT,94,0,209096.77,0.0
119,PAYMENT,3378,0,3.0658836e+07,0.0
119,TRANSFER,501,5,3.0533696e+08,0.00998003992015968
120,CASH_IN,589,0,9.6782936e+07,0.0
120,CASH_OUT,466,6,8.5275736e+07,0.012875536480686695
120,DEBIT,78,0,686958.0,0.0
120,PAYMENT,1753,0,1.5843401e+07,0.0
120,TRANSFER,258,6,1.7895557e+08,0.023255813953488372
121,CASH_IN,188,0,3.3304212e+07,0.0
121,CASH_OUT,129,7,2.5361766e+07,0.05426356589147287
121,DEBIT,43,0,82797.92,0.0
121,PAYMENT,630,0,8.1774305e+06,0.0
121,TRANSFER,84,7,4.497223e+07,0.08333333333333333
122,CASH_IN,145,0,2.1552634e+07,0.0
122,CASH_OUT,55,7,1.5574005e+07,0.12727272727272726
122,DEBIT,15,0,19225.78,0.0
122,PAYMENT,162,0,999257.75,0.0
122,TRANSFER,37,7,2.522271e+07,0.1891891891891892
123,CASH_OUT,26,3,1.0845837e+07,0.11538461538461539
123,DEBIT,1,0,1103.83,0.0
123,PAYMENT,16,0,105910.336,0.0
123,TRANSFER,9,3,1.1619488e+07,0.3333333333333333
124,CASH_OUT,2,2,1.103869e+07,1.0
124,TRANSFER,2,2,1.103869e+07,1.0
125,CASH_OUT,5,5,9.184709e+06,1.0
125,TRANSFER,5,5,9.184709e+06,1.0
126,CASH_OUT,3,3,7.427702e+06,1.0
126,TRANSFER,3,3,7.427702e+06,1.0
127,CASH_OUT,7,7,1.1044602e+07,1.0
127,TRANSFER,7,7,1.1044602e+07,1.0
128,CASH_OUT,4,4,7.996243e+06,1.0
128,TRANSFER,4,4,7.996243e+06,1.0
129,CASH_IN,5276,0,9.2228896e+08,0.0
129,CASH_OUT,7596,3,1.5277755e+09,0.00039494470774091627
129,DEBIT,109,0,347096.4,0.0
129,PAYMENT,7170,0,1.0183997e+08,0.0
129,TRANSFER,1835,3,1.8391402e+09,0.0016348773841961854
130,CASH_IN,7678,0,1.4034346e+09,0.0
130,CASH_OUT,12354,3,2.5583805e+09,0.00024283632831471587
130,DEBIT,139,0,671755.25,0.0
130,PAYMENT,10072,0,1.7771168e+08,0.0
130,TRANSFER,2647,3,2.5587325e+09,0.0011333585190782018
131,CASH_IN,8692,0,1.6227148e+09,0.0
131,CASH_OUT,13391,8,2.7773256e+09,0.0005974161750429393
131,DEBIT,201,0,1.8605911e+06,0.0
131,PAYMENT,11076,0,1.6161589e+08,0.0
131,TRANSFER,3015,8,2.2202468e+09,0.0026533996683250414
132,CASH_IN,8183,0,1.537005e+09,0.0
132,CASH_OUT,13622,5,2.826972e+09,0.0003670532961385993
132,DEBIT,165,0,2.2387255e+06,0.0
132,PAYMENT,10977,0,1.7993464e+08,0.0
132,TRANSFER,2989,5,2.1412929e+09,0.0016728002676480427
133,CASH_IN,7971,0,1.4876571e+09,0.0
133,CASH_OUT,13300,5,2.7696878e+09,0.00037593984962406017
133,DEBIT,179,0,500765.5,0.0
133,PAYMENT,10797,0,1.9605587e+08,0.0
133,TRANSFER,2900,5,2.0212919e+09,0.0017241379310344827
134,CASH_IN,7627,0,1.3781152e+09,0.0
134,CASH_OUT,12155,5,2.453663e+09,0.00041135335252982314
134,DEBIT,145,0,465122.97,0.0
134,PAYMENT,9740,0,1.8318338e+08,0.0
134,TRANSFER,2724,5,1.5962043e+09,0.0018355359765051395
135,CASH_IN,6265,0,1.177826e+09,0.0
135,CASH_OUT,9983,4,2.0156676e+09,0.0004006811579685465
135,DEBIT,169,0,905507.94,0.0
135,PAYMENT,8663,0,1.26101944e+08,0.0
135,TRANSFER,2476,4,1.5051104e+09,0.0016155088852988692
136,CASH_IN,7100,0,1.3194208e+09,0.0
136,CASH_OUT,11353,5,2.2316836e+09,0.0004404122258433894
136,DEBIT,167,0,630057.7,0.0
136,PAYMENT,9201,0,1.20135784e+08,0.0
136,TRANSFER,2519,5,1.7305517e+09,0.001984914648670107
137,CASH_IN,7132,0,1.2362972e+09,0.0
137,CASH_OUT,12770,6,2.2803167e+09,0.00046985121378230227
137,DEBIT,138,0,649643.25,0.0
137,PAYMENT,9749,0,1.5462598e+08,0.0
137,TRANSFER,2770,6,1.4518454e+09,0.0021660649819494585
138,CASH_IN,7391,0,1.1589151e+09,0.0
138,CASH_OUT,11726,2,1.923864e+09,0.00017056114617090227
138,DEBIT,144,0,441808.44,0.0
138,PAYMENT,9684,0,1.4856462e+08,0.0
138,TRANSFER,2477,2,1.1984192e+09,0.0008074283407347598
139,CASH_IN,10470,0,1.6759799e+09,0.0
139,CASH_OUT,17980,2,2.837199e+09,0.00011123470522803115
139,DEBIT,232,0,1.04106044e+06,0.0
139,PAYMENT,13793,0,1.7384778e+08,0.0
139,TRANSFER,3579,2,2.1197651e+09,0.0005588153115395362
140,CASH_IN,8036,0,1.2093179e+09,0.0
140,CASH_OUT,13427,7,2.0306176e+09,0.0005213376033365607
140,DEBIT,233,0,614147.75,0.0
140,PAYMENT,12478,0,1.1635993e+08,0.0
140,TRANSFER,2838,7,1.5834039e+09,0.0024665257223396757
141,CASH_IN,3698,0,5.523176e+08,0.0
141,CASH_OUT,4840,4,7.698957e+08,0.0008264462809917355
141,DEBIT,162,0,491190.4,0.0
141,PAYMENT,6438,0,5.89048e+07,0.0
141,TRANSFER,1296,4,7.0275974e+08,0.0030864197530864196
142,CASH_IN,2305,0,3.5221197e+08,0.0
142,CASH_OUT,2897,4,4.8751597e+08,0.001380738695201933
142,DEBIT,178,0,582399.25,0.0
142,PAYMENT,5727,0,5.958075e+07,0.0
142,TRANSFER,1082,4,6.4682106e+08,0.0036968576709796672
143,CASH_IN,1342,0,2.1431986e+08,0.0
143,CASH_OUT,1371,8,2.6255426e+08,0.005835156819839533
143,DEBIT,148,0,514543.56,0.0
143,PAYMENT,4037,0,3.2703016e+07,0.0
143,TRANSFER,711,8,4.2166902e+08,0.011251758087201125
144,CASH_IN,473,0,7.716561e+07,0.0
144,CASH_OUT,600,5,1.1096061e+08,0.008333333333333333
144,DEBIT,95,0,327484.78,0.0
144,PAYMENT,2050,0,2.1026336e+07,0.0
144,TRANSFER,305,5,1.6796835e+08,0.01639344262295082
145,CASH_IN,224,0,3.5377856e+07,0.0
145,CASH_OUT,123,7,2.8317122e+07,0.056910569105691054
145,DEBIT,56,0,238091.61,0.0
145,PAYMENT,631,0,4.7549735e+06,0.0
145,TRANSFER,83,7,4.4361784e+07,0.08433734939759036
146,CASH_IN,151,0,2.4693734e+07,0.0
146,CASH_OUT,63,5,1.7877538e+07,0.07936507936507936
146,DEBIT,29,0,122232.22,0.0
146,PAYMENT,242,0,1.9436579e+06,0.0
146,TRANSFER,37,5,2.1678968e+07,0.13513513513513514
147,CASH_OUT,12,3,3.7867725e+06,0.25
147,DEBIT,5,0,11904.76,0.0
147,PAYMENT,39,0,325071.44,0.0
147,TRANSFER,28,3,1.6190379e+07,0.10714285714285714
